married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
yes,yes,,Female,hetero couple,yes,[30 -40],[30 -40],1.0,I earned more,5.0,meet through studies,,16.75,Good
,yes,,Female,hetero couple,no,[20 -30],[20 -30],4.0,[Partner Name] earned more,5.0,meet through family,,9.75,Good
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],1.0,[Partner Name] was not working for pay,5.0,meet through work,,33.92,Excellent
yes,yes,,Female,hetero couple,no,[10 -20],[50 -60],1.0,We earned about the same amount,1.0,meet through work,,16.75,Excellent
yes,yes,,Female,hetero couple,yes,[30 -40],[30 -40],1.0,[Partner Name] earned more,3.0,,,16.67,Excellent
,yes,,Male,hetero couple,no,[40 -50],[30 -40],0.0,I earned more,2.0,meet through work,,1.92,Excellent
yes,yes,,Female,hetero couple,,[40 -50],[40 -50],1.0,[Partner Name] earned more,5.0,meet in neighborhood,,29.17,Good
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],3.0,[Partner Name] earned more,6.0,meet in neighborhood,,37.25,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],5.0,[Partner Name] was not working for pay,5.0,meet through family,,22.67,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] was not working for pay,6.0,meet through studies,,43.83,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],4.0,I earned more,4.0,meet through work,,9.83,Good
yes,yes,,Female,hetero couple,,[30 -40],[50 -60],1.0,[Partner Name] earned more,5.0,meet through work,,10.0,Good
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,3.0,meet through studies,no,11.17,Good
,yes,,Female,hetero couple,no,[10 -20],[10 -20],1.0,[Partner Name] earned more,5.0,meet through studies,,0.17,Good
,yes,,Male,hetero couple,no,[60 -70],[60 -70],4.0,We earned about the same amount,0.0,meet through friends,no,1.67,Good
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,4.0,meet through friends,,37.0,Excellent
,yes,,Male,gay male couple,no,[30 -40],[30 -40],3.0,We earned about the same amount,4.0,meet through internet,,0.33,Good
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,6.0,meet through friends,,11.67,Good
yes,yes,,Female,hetero couple,yes,[20 -30],[20 -30],1.0,[Partner Name] earned more,4.0,meet through friends,,5.5,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,[Partner Name] earned more,5.0,meet through studies,,35.83,Good
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,6.0,,,4.58,Excellent
,yes,,Male,hetero couple,no,[40 -50],[50 -60],1.0,[Partner Name] earned more,6.0,,,4.75,Good
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],2.0,[Partner Name] earned more,6.0,meet through work,,52.67,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],2.0,I earned more,5.0,meet through family,,13.83,Excellent
,yes,,Female,lesbian couple,yes,[30 -40],[30 -40],4.0,[Partner Name] earned more,6.0,meet through studies,,8.83,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],5.0,I earned more,4.0,meet through internet,,4.83,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] was not working for pay,4.0,meet through family,,36.75,Good
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,5.0,,yes,1.25,Fair
yes,no,yes,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,3.0,,,,
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],1.0,[Partner Name] earned more,2.0,,,30.0,Good
yes,yes,,Male,hetero couple,yes,[60 -70],[40 -50],0.0,I earned more,6.0,meet through internet,,5.67,Good
no,no,yes,Female,lesbian couple,yes,[60 -70],[60 -70],4.0,I earned more,5.0,meet through friends,,19.75,
yes,yes,,Male,gay male couple,no,[60 -70],[70 -80],4.0,[Partner Name] earned more,6.0,,,30.58,Excellent
yes,no,yes,Female,hetero couple,no,[50 -60],[40 -50],2.0,I earned more,3.0,meet through work,,,
,yes,,Male,gay male couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,6.0,meet through internet,no,17.0,Good
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],4.0,[Partner Name] earned more,5.0,,,,Good
no,no,yes,Male,hetero couple,yes,[20 -30],[20 -30],4.5,[Partner Name] was not working for pay,2.0,meet through studies,,0.75,
no,no,yes,Male,hetero couple,no,[20 -30],,3.0,I earned more,4.0,,,1.0,
,yes,,Female,hetero couple,no,[30 -40],[40 -50],0.0,I earned more,5.0,meet through work,,10.67,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,We earned about the same amount,5.0,meet through studies,,9.75,Good
,yes,,Female,hetero couple,no,[30 -40],[30 -40],5.0,I earned more,5.0,meet through internet,,5.08,Good
yes,yes,,Male,gay male couple,no,[40 -50],[20 -30],3.0,I earned more,4.0,meet through internet,,2.17,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],4.0,I earned more,6.0,meet through studies,,45.75,Good
yes,no,yes,Male,hetero couple,yes,[10 -20],[10 -20],0.0,[Partner Name] was not working for pay,4.0,meet through friends,,,
yes,yes,,Female,hetero couple,yes,[50 -60],[60 -70],3.0,[Partner Name] earned more,5.0,,,33.5,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,1.0,meet through internet,,2.92,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],4.0,I earned more,6.0,meet through work,,36.42,Good
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,3.0,meet through friends,,11.17,Excellent
,no,no,Female,,,[20 -30],,,,,,,,
,yes,,Female,hetero couple,no,[30 -40],[30 -40],6.5,I earned more,5.0,meet in neighborhood,,15.75,Good
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],1.0,[Partner Name] earned more,6.0,meet through work,,31.5,Excellent
,yes,,Female,hetero couple,yes,[40 -50],[40 -50],2.0,We earned about the same amount,5.0,meet through internet,,1.92,Good
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],1.0,[Partner Name] earned more,3.0,meet through work,,10.83,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],4.0,[Partner Name] earned more,5.0,,,45.5,Excellent
yes,yes,,Female,hetero couple,,[30 -40],[30 -40],0.0,[Partner Name] earned more,4.0,meet in neighborhood,,16.17,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],4.0,[Partner Name] earned more,4.0,meet through friends,,0.08,Good
yes,yes,,Female,hetero couple,yes,[20 -30],[30 -40],0.0,[Partner Name] earned more,2.0,meet through friends,,3.17,Excellent
no,no,yes,Male,gay male couple,yes,[60 -70],[30 -40],5.0,I earned more,5.0,,yes,27.0,
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],2.0,I earned more,6.0,,,45.0,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,I earned more,4.0,meet through friends,,58.83,Good
yes,yes,,Male,hetero couple,no,[50 -60],[40 -50],1.0,I earned more,4.0,meet through internet,,13.25,Good
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,I earned more,6.0,meet through family,,39.08,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,[Partner Name] earned more,4.0,,,18.92,Fair
yes,yes,,Female,hetero couple,no,[70 -80],[60 -70],2.0,We earned about the same amount,4.0,meet in neighborhood,,8.17,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,5.0,meet through work,no,,Fair
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,,meet through studies,,41.42,Excellent
no,no,yes,Female,hetero couple,yes,[10 -20],[20 -30],0.0,I earned more,3.0,meet through internet,no,3.42,
yes,yes,,Female,hetero couple,,[20 -30],[30 -40],1.0,We earned about the same amount,,meet through family,,7.25,Good
yes,yes,,Male,gay male couple,no,[50 -60],[40 -50],0.0,I earned more,3.0,meet through friends,no,13.92,Excellent
,yes,,Female,hetero couple,no,[30 -40],[20 -30],1.0,I earned more,5.0,meet through internet,,1.83,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],2.0,[Partner Name] earned more,2.0,meet in neighborhood,,30.25,Good
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],3.0,[Partner Name] earned more,6.0,meet through studies,,54.83,Excellent
yes,no,yes,Male,hetero couple,yes,[70 -80],[70 -80],4.0,[Partner Name] earned more,6.0,,,,
no,no,yes,Male,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,4.0,meet through studies,no,2.25,
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],2.0,[Partner Name] earned more,4.0,meet through internet,,7.33,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],4.0,I earned more,2.0,meet through studies,,3.08,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[20 -30],2.0,I earned more,5.0,meet through work,,8.92,Good
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],4.0,I earned more,6.0,meet through work,,37.42,Excellent
yes,yes,,Male,hetero couple,no,[80 -90],[70 -80],1.0,I earned more,6.0,meet through friends,,51.33,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[60 -70],0.0,I earned more,1.0,meet in neighborhood,,19.5,Good
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],3.0,I earned more,5.0,,,27.0,Excellent
yes,yes,,Male,hetero couple,yes,[60 -70],[30 -40],3.0,I earned more,5.0,meet through internet,,10.25,Good
no,no,yes,Male,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] earned more,3.0,meet through studies,,6.0,
yes,yes,,Male,hetero couple,no,[20 -30],[30 -40],3.0,We earned about the same amount,1.0,meet through friends,,3.67,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,5.0,meet through friends,,36.0,Good
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,[Partner Name] was not working for pay,5.0,,,47.42,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,5.0,,,49.42,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[70 -80],4.0,[Partner Name] was not working for pay,1.0,meet in neighborhood,,45.33,Excellent
,yes,,Male,gay male couple,no,[50 -60],[40 -50],3.0,I earned more,4.0,meet through internet,yes,18.58,Fair
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],4.0,[Partner Name] was not working for pay,4.0,meet through internet,,4.67,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[50 -60],1.0,[Partner Name] earned more,5.0,,,5.33,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[80 -90],0.0,[Partner Name] earned more,6.0,meet through studies,,,Good
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],0.0,[Partner Name] was not working for pay,4.0,,,51.08,Good
yes,yes,,Male,hetero couple,yes,[30 -40],[30 -40],2.0,[Partner Name] earned more,2.0,meet through internet,,12.83,Excellent
,yes,,Male,hetero couple,yes,[30 -40],[20 -30],0.0,[Partner Name] earned more,4.0,meet through friends,,10.17,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,6.0,meet through studies,,41.0,Excellent
yes,yes,,Male,hetero couple,yes,[60 -70],[60 -70],0.0,I earned more,4.0,meet through studies,,43.58,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],0.0,I earned more,6.0,,,50.0,Good
yes,yes,,Female,hetero couple,no,[40 -50],[30 -40],1.0,I earned more,5.0,meet through family,,3.17,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,3.0,,,12.75,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[20 -30],4.0,[Partner Name] earned more,6.0,meet through work,,5.92,Good
no,no,yes,Male,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,4.0,meet through studies,,1.17,
yes,yes,,Female,hetero couple,yes,[50 -60],[60 -70],0.0,I earned more,4.0,,,38.0,Good
no,no,yes,Female,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,5.0,meet through work,no,16.42,
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] was not working for pay,4.0,,,47.83,Excellent
,yes,,Female,hetero couple,yes,[70 -80],[70 -80],6.5,We earned about the same amount,6.0,,,,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],1.0,I earned more,6.0,meet through family,no,18.0,Fair
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],3.0,I earned more,3.0,meet through friends,,19.83,Excellent
yes,yes,,Male,hetero couple,yes,[40 -50],[40 -50],1.0,[Partner Name] earned more,4.0,meet through internet,,9.0,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,We earned about the same amount,5.0,meet through work,,4.92,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],1.0,We earned about the same amount,5.0,meet in neighborhood,,30.42,Good
,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,5.0,meet through work,,17.25,Good
,yes,,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] earned more,6.0,,,8.83,Good
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],2.0,I earned more,6.0,meet through friends,,3.25,Good
,no,no,Female,,,[20 -30],,,,,,,,
yes,yes,,Female,hetero couple,no,[60 -70],[50 -60],3.0,I earned more,6.0,,,34.75,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],2.0,We earned about the same amount,4.0,meet through family,,22.75,Excellent
,yes,,Male,hetero couple,yes,[30 -40],[20 -30],4.0,I earned more,6.0,meet through work,yes,1.67,Fair
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,We earned about the same amount,4.0,meet through work,,32.25,Good
,yes,,Female,hetero couple,yes,[70 -80],[60 -70],,[Partner Name] earned more,3.0,,,20.17,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,3.0,meet through family,,20.0,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],3.0,[Partner Name] earned more,5.0,meet through studies,,33.42,Good
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],1.0,[Partner Name] earned more,6.0,meet through studies,,4.17,Excellent
,yes,,Male,hetero couple,no,[40 -50],[20 -30],2.0,[Partner Name] earned more,4.0,,,5.08,Poor
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,4.0,,,46.0,Excellent
no,no,yes,Male,hetero couple,no,[20 -30],[20 -30],1.0,I earned more,5.0,meet through studies,,4.17,
yes,yes,,Male,hetero couple,yes,[30 -40],[30 -40],3.0,I earned more,5.0,meet through family,,5.17,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,2.0,,,29.67,Excellent
yes,no,yes,Female,hetero couple,no,[70 -80],[80 -90],0.0,[Partner Name] earned more,6.0,,,,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],2.0,I earned more,5.0,,,24.92,Good
,no,no,Female,,,[10 -20],,,,,,,,
,yes,,Female,hetero couple,no,[30 -40],[40 -50],4.0,[Partner Name] earned more,6.0,meet through work,,4.33,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,6.0,,,14.75,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],2.0,I earned more,4.0,meet through work,,46.17,Excellent
no,no,yes,Male,gay male couple,yes,[50 -60],[30 -40],3.0,I earned more,5.0,meet through internet,yes,0.5,
,yes,,Male,gay male couple,no,[50 -60],[50 -60],0.0,We earned about the same amount,6.0,,,13.42,Excellent
,yes,,Female,hetero couple,yes,[20 -30],[30 -40],2.0,[Partner Name] earned more,5.0,meet through friends,,4.83,Good
,yes,,Male,hetero couple,yes,[30 -40],[30 -40],1.0,I earned more,5.0,meet through internet,,6.42,Good
no,no,yes,Male,hetero couple,no,[60 -70],[60 -70],4.0,I earned more,1.0,,,0.58,
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],0.0,[Partner Name] earned more,3.0,meet through studies,,4.42,Excellent
,yes,,Male,hetero couple,no,[20 -30],[20 -30],3.0,[Partner Name] earned more,5.0,meet through studies,,2.58,Good
no,no,yes,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,1.0,meet through work,,3.75,
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,6.0,meet through work,,41.08,Excellent
yes,yes,,Male,hetero couple,yes,[70 -80],[80 -90],13.0,I earned more,4.0,,,51.25,Excellent
yes,yes,,Female,hetero couple,no,[80 -90],[70 -80],0.0,[Partner Name] earned more,4.0,meet through studies,,62.83,Excellent
no,no,yes,Male,hetero couple,no,[30 -40],[20 -30],1.0,We earned about the same amount,4.0,,,9.67,
,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,2.0,,,0.58,Good
,yes,,Female,hetero couple,yes,[40 -50],[30 -40],5.0,[Partner Name] earned more,6.0,meet in neighborhood,,4.92,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],2.0,I earned more,4.0,meet through friends,,13.0,Excellent
,yes,,Male,hetero couple,no,[30 -40],[50 -60],0.0,We earned about the same amount,3.0,,,20.5,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],3.0,[Partner Name] earned more,4.0,meet in neighborhood,,35.0,Good
no,no,yes,Female,hetero couple,no,[40 -50],[60 -70],3.0,[Partner Name] earned more,3.0,,,20.42,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],3.0,[Partner Name] earned more,4.0,meet through friends,,37.42,Excellent
yes,yes,,Female,hetero couple,yes,[50 -60],[50 -60],0.0,[Partner Name] earned more,4.0,meet through studies,,32.33,Excellent
yes,no,yes,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,4.0,meet through studies,,,
no,no,yes,Female,hetero couple,no,[60 -70],[70 -80],2.0,I earned more,4.0,meet through internet,,1.67,
yes,yes,,Male,hetero couple,yes,[50 -60],[50 -60],1.0,I earned more,5.0,meet through studies,,17.83,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] was not working for pay,6.0,meet through internet,,12.33,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] earned more,5.0,meet through family,,22.67,Good
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,4.0,meet through work,,9.58,Excellent
,yes,,Male,gay male couple,no,[40 -50],[40 -50],0.0,[Partner Name] earned more,6.0,,,26.0,Fair
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,4.0,meet through work,,33.92,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],0.0,I earned more,4.0,meet through studies,,41.42,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],0.0,I earned more,2.0,meet through work,,56.92,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],0.0,We earned about the same amount,5.0,meet through friends,,45.42,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],2.0,[Partner Name] earned more,4.0,meet through friends,,41.75,Excellent
,yes,,Female,lesbian couple,no,[30 -40],[30 -40],0.0,[Partner Name] was not working for pay,4.0,meet through internet,,4.5,Good
yes,yes,,Male,gay male couple,yes,[30 -40],[20 -30],0.0,I earned more,5.0,meet through internet,yes,0.58,Excellent
yes,no,yes,Female,hetero couple,no,[60 -70],[60 -70],5.0,[Partner Name] earned more,6.0,,,,
,yes,,Female,hetero couple,no,[40 -50],[40 -50],4.0,I earned more,4.0,,,0.67,Good
no,no,yes,Female,lesbian couple,no,[70 -80],[70 -80],0.0,I earned more,6.0,,,22.08,
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,6.0,,,15.58,Excellent
no,no,yes,Female,hetero couple,no,[50 -60],[60 -70],5.0,I earned more,6.0,meet through work,no,7.33,
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,6.0,meet through studies,,9.75,Excellent
no,no,yes,Male,hetero couple,yes,[30 -40],[20 -30],2.0,[Partner Name] earned more,6.0,meet through work,no,0.25,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],2.0,I earned more,3.0,,,37.0,Excellent
yes,yes,,Female,lesbian couple,no,[50 -60],[60 -70],0.0,[Partner Name] was not working for pay,3.0,meet through work,,15.58,Excellent
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,Refused,6.0,meet through internet,,1.75,Good
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],1.0,[Partner Name] earned more,5.0,meet through friends,,23.75,Good
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,I earned more,1.0,meet through family,,24.17,Excellent
,yes,,Female,hetero couple,yes,[50 -60],[50 -60],0.0,[Partner Name] earned more,4.0,,,3.33,Good
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],2.0,[Partner Name] earned more,4.0,,,3.0,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],0.0,I earned more,6.0,meet through work,,16.75,Good
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,5.0,meet through friends,,41.08,Excellent
yes,no,yes,Male,hetero couple,no,[80 -90],[80 -90],0.0,I earned more,6.0,,,,
no,no,yes,Female,hetero couple,no,[70 -80],[60 -70],3.0,We earned about the same amount,5.0,meet through friends,,0.0,
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],0.0,[Partner Name] earned more,5.0,meet through friends,,41.08,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],2.0,[Partner Name] earned more,6.0,meet through studies,,43.08,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],2.0,[Partner Name] earned more,5.0,meet through friends,,27.0,Good
yes,yes,,Female,lesbian couple,no,[40 -50],[40 -50],0.0,I earned more,6.0,meet through studies,,22.92,Good
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],0.0,I earned more,6.0,meet through internet,,12.58,Excellent
,yes,,Female,lesbian couple,no,[60 -70],[50 -60],3.0,I earned more,1.0,,,14.08,Good
,yes,,Male,hetero couple,no,[20 -30],[30 -40],1.0,[Partner Name] earned more,5.0,meet through work,,9.83,Good
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],2.0,I earned more,6.0,meet through internet,no,0.25,Good
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] earned more,5.0,meet through work,,19.92,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],3.0,We earned about the same amount,4.0,,no,1.83,
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],3.0,I earned more,6.0,,,39.83,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,5.0,meet through studies,,28.25,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,6.0,meet through studies,,39.25,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],2.0,I earned more,6.0,meet through work,,20.75,Good
yes,yes,,Male,hetero couple,yes,[60 -70],[60 -70],4.0,I earned more,4.0,,,36.42,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],4.0,I earned more,4.0,meet through friends,,27.33,Good
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],3.0,I earned more,6.0,meet through internet,,,Fair
,yes,,Male,hetero couple,no,[30 -40],[20 -30],0.0,I earned more,6.0,meet through internet,no,0.67,Fair
no,no,yes,Male,hetero couple,no,[60 -70],[50 -60],4.0,I earned more,5.0,,,3.0,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,6.0,meet through work,,20.83,Fair
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],3.0,We earned about the same amount,4.0,meet through family,,47.08,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],3.0,I earned more,6.0,meet through internet,yes,0.75,Excellent
,yes,,Male,hetero couple,yes,[60 -70],[60 -70],1.0,We earned about the same amount,5.0,meet through internet,no,0.0,Good
,yes,,Male,gay male couple,no,[40 -50],[30 -40],3.0,[Partner Name] earned more,6.0,meet through internet,,5.67,Excellent
,yes,,Female,hetero couple,yes,[50 -60],[20 -30],1.0,[Partner Name] earned more,5.0,,,0.5,Good
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],1.0,[Partner Name] earned more,3.0,meet through studies,,10.33,Excellent
yes,no,yes,Female,hetero couple,no,[60 -70],[50 -60],0.0,[Partner Name] earned more,6.0,meet through work,,,
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],3.0,I earned more,5.0,meet through work,,45.58,Excellent
,yes,,Male,hetero couple,yes,[50 -60],[50 -60],0.0,We earned about the same amount,5.0,,no,16.0,Good
no,no,yes,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,6.0,meet through internet,no,0.25,
,,,Male,,,[20 -30],,,,,,,,
,yes,,Female,hetero couple,yes,[20 -30],[30 -40],1.0,[Partner Name] earned more,5.0,meet through internet,yes,0.25,Very Poor
,yes,,Female,hetero couple,no,[60 -70],[60 -70],2.0,[Partner Name] earned more,5.0,meet through work,,14.83,Good
no,no,yes,Male,hetero couple,no,[60 -70],[60 -70],2.0,We earned about the same amount,3.0,meet through family,,20.0,
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],4.0,[Partner Name] earned more,6.0,meet through friends,,6.75,Excellent
,yes,,Male,hetero couple,no,[40 -50],[20 -30],1.0,I earned more,1.0,meet through work,,3.42,Good
yes,yes,,Male,hetero couple,yes,[40 -50],[30 -40],2.0,I earned more,5.0,,,10.58,Excellent
,yes,,Male,hetero couple,no,[20 -30],[10 -20],3.0,I earned more,5.0,meet through internet,yes,0.25,Fair
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],5.5,I earned more,5.0,meet in neighborhood,,23.75,Fair
,yes,,Male,hetero couple,yes,[60 -70],[40 -50],0.0,I earned more,4.0,meet through internet,,0.08,Good
yes,yes,,Male,hetero couple,no,[60 -70],[40 -50],2.0,I earned more,4.0,meet through work,,27.42,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],3.0,[Partner Name] was not working for pay,4.0,meet through studies,,36.67,Excellent
,yes,,Female,lesbian couple,yes,[30 -40],[40 -50],1.0,[Partner Name] earned more,3.0,meet through friends,,2.25,Good
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] earned more,3.0,meet through friends,,18.58,Good
,yes,,Female,hetero couple,no,[30 -40],[30 -40],2.0,I earned more,4.0,meet through family,,13.17,Good
no,no,yes,Female,hetero couple,no,[60 -70],[60 -70],0.0,We earned about the same amount,4.0,,,8.67,
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],1.0,I earned more,5.0,meet through family,,25.75,Good
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],2.0,I earned more,6.0,,,10.42,Good
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],1.0,I earned more,6.0,meet through work,,39.25,Excellent
